name,message,love_count,wow_count,haha_count,sad_count,angry_count
Lochte leaves Brazil before police can seize his passport,A Brazilian judge has issued a search and seizure warrant for US Olympic swimmers Ryan Lochte and James Feigen as questions emerge about their account of being robbed at gunpoint early Sunday in Rio de Janeiro — but Lochte's left the country.,13,149,201,9,30
Little boy in Aleppo a reminder of war's horror,The true cost of the bloodshed in war can frequently be overlooked. Sometimes an image reminds us of the horror of it all.,64,122,16,12098,1463
"Hillary Clinton, Paul McCartney 'come together'","'She's with me,' Paul McCartney tweeted.",641,30,83,27,178
A fourth person this year has been infected with a brain-eating amoeba,"People can get infected when swimming in warm freshwater, such as a lake or river.",17,914,10,442,21
This Alaskan village is going to relocate because of global warming,'The land is going away...I think it's going to vanish one of these days.',6,78,14,233,10
Heartbreaking image of Syrian boy is a vivid reminder of the horrors of war,Sometimes a picture's worth a thousand words.,24,29,6,3178,327
Louisiana paper to Obama: Cut vacation short,"'The President's vacation is scheduled to wrap up on Sunday. But he should pack his bags now...'Amid historic devastation in Louisiana, the state's largest daily newspaper is calling on President Obama to cut his Martha's Vineyard getaway short to view flood-ravaged areas of the state",70,56,165,38,301
Officials recommend firing of 7 Chicago cops in Laquan McDonald death,Dashcam video of the fatal shooting contradicted nearly everything police said happened the night Laquan McDonald died.,48,211,16,256,179
"Brazil police: Swimmers were vandals, not robbery victims","JUST IN: “There was no robbery” and one or more of the US Olympic swimmers vandalized a gas station, Civil Police Chief Fernando Veloso said",42,1543,410,235,2532
Ryan Lochte endorsements could be in trouble,"12-time Olympic medalist Ryan Lochte should be capitalizing on endorsement deals, but instead he’s embroiled in a scandal about being robbed at gunpoint in Rio",16,139,255,39,87
Abused 4-year-old child tells police her name is 'Idiot',Police say she was called an 'idiot' so often and for so long that it was the word that sprung to her young mind when a social worker asked her name.,44,251,45,8872,10353
National media criticized over Louisiana flooding coverage,Louisiana flooding has left more than a dozen people are dead and tens of thousands of homes damaged; is the national media paying enough attention?,7,16,9,265,114
Sessions: Central Park 5 case shows Trump's dedication to 'law and order',"Jeff Sessions says that Donald J. Trump's 1989 campaign to bring back the death penalty for the 'Central Park Five' shows the he is serious about 'law and order,' though all five of the men convicted in that crime were eventually exonerated.",18,54,213,26,204
Why do Western maps shrink Africa?,'Our world map is wildly misleading.',114,333,44,21,43
NYC Parks Dept. issues cheeky response to naked Trump statue,The most surprising government agency to lampoon Donald J. Trump this week? The New York City Parks Department.,196,30,1948,9,75
Wired makes first ever endorsement of Hillary Clinton,'Hillary Clinton's vision is bright and forward-looking; Donald J. Trump is dark and atavistic.',492,26,101,10,251
Image of boy rescued from the rubble in Aleppo has been widely circulated on social media,"'We already know that hundreds of thousands of Syrians have died. But raw numbers, statistics, rarely have the emotional punch of a single life, especially that of a child, whose innocence makes it impossible for us to blame the victim -- or excuse our own failure to stop the suffering.' — Frida Ghitis.",70,42,12,4490,504
Brazil police: Swimmers covered up act of vandalism,The US Olympic Committee has issued an apology for the ordeal involving four American swimmers who reported being robbed over the weekend in Rio de Janeiro.Brazilian police have accused the athletes of vandalism. Two of the swimmers left Brazil on Thursday.,9,28,45,14,133
Two Aussie swimmers banned from closing ceremony after night out,"One of them was mugged, and now they're both being punished for failing to return to the Olympic Village in good time.",15,168,70,54,46
"Germany to impose partial ban on face veils, officials say","JUST IN: German officials intend to ban face veils in schools and at demonstrations, they announced, saying burqas 'do not fit in with our understanding of a tolerant, free society.'",1272,248,350,81,308
Donald Trump campaign chairman Paul Manafort resigns,"BREAKING: Donald J. Trump's embattled campaign chairman Paul Manafort has resigned from his position, the Republican presidential nominee said in a statement.",78,180,1933,9,18
Why are the burqa and burkini so controversial?,"What makes burqas, full-face veils and burkinis so controversial — and why are efforts being made to ban them? 'It is part of a battle for unity, for unity of people,' one mayor said.",25,12,65,15,122
NYC Parks Dept. issues cheeky response to naked Trump statue,"'NYC Parks stands firmly against any unpermitted erection in city parks, no matter how small,' a parks spokesman said of the removal of the nude Donald J. Trump statue. Seriously. We wish we were joking.",94,15,1335,7,36
Half-Indian man escorted out of Trump rally,'I do think it's because I'm brown.' A half-Indian man who insists he’s a Donald J. Trump supporter was escorted out of a Trump rally on Thursday. He says he was racially profiled.,33,485,1958,191,1009
Read the apology Ryan Lochte just gave on Instagram,"'I want to apologize for my behavior last weekend,' Ryan Lochte wrote in a new Instagram post",11,24,162,20,392
Just in: Obama to visit Baton Rouge next week,The announcement comes after outcry that President Obama didn't end his Martha's Vineyard vacation to visit the area.,250,37,123,15,455
Trump pitches black voters: 'What the hell do you have to lose?',"'You're living in poverty, your schools are no good... 58% of your youth is unemployed -- what the hell do you have to lose?' Donald J. Trump asked the audience.",421,2082,1392,141,4641
Police: Fugitive disguises himself as elderly man,"When law enforcement surrounded the house of a 31-year-old suspected drug dealer, the person in the home didn't initially match the description.",62,1198,2832,15,31
How children change the way we think about war,"When children are victims, the reality of war comes into sharp focus.",27,18,10,1737,217
Arpaio could face criminal contempt charges,A federal judge in Arizona has asked the US Attorney's Office to file criminal contempt charges against tough-talking sheriff Joe Arpaio and some of his subordinates over failure to follow the court's instructions in a racial profiling case.,437,58,520,21,113
Acetaminophen during pregnancy linked to ADHD,"If you take acetaminophen while pregnant, there’s a risk that your baby could have behavioral issues.",12,425,10,32,94
3 reasons to fight covert Christian 'spycraft',"'Missionaries should stop posing as aid workers, teachers and businesspeople' writes Jeremy Courtney for CNN Opinion.",101,21,28,8,143
US Olympic swimmers: What's next?,IOC sets up disciplinary commission to investigate Ryan Lochte and 3 other US swimmers involved in Rio altercation.,10,14,53,11,72
CNN political commentators clash over Trump's comments,A heated exchange as two CNN political commentators argue over Donald J. Trump's comments to African-Americans.,280,130,556,10,66
Are police ticketing practices creating a tinder box in black community?,It's not just about police killing black men. It's deeper than that.,10,17,45,24,114
Lochte: 'I over-exaggerated' robbery story,"'It's how you want to make it look,' Olympian Ryan Lochte told NBC. 'Whether you call it a robbery or whether you call it extortion or us paying just for the damages.'",18,90,325,47,842
"Matt Roberts, ex-guitarist for 3 Doors Down, dies at 38","The musician was traveling with his father in West Bend, WI, where he was due to perform at a charity event for veterans. He was found in a hallway at their hotel.",40,1253,17,4680,12
Why do Western maps shrink Africa?,'Our world map is wildly misleading.',36,183,67,18,23
"Top US commander warns Russia, Syria","In the most direct public warning to Moscow and Damascus to date, the new US commander of American troops in Iraq and Syria is vowing to defend US special operations forces in northern Syria.",123,53,97,6,26
"For one night at JFK, the terror won.","'I was terrified that my wife and I might be killed by an attacker who, in the end, didn't exist.'",8,24,11,132,53
Elizabeth Smart: Pornography made my living hell worse,Elizabeth Smart speaks out about the role pornography played in her kidnapping in 2002.,16,45,67,465,34
Air Force deploys all three bombers at once,"The US Air Force deployed three bombers including the B-52, B-1 and B-2 on a joint mission.",140,355,17,11,13
O'Malley to Lewandowski: US isn't an 'only-for-white Americans sort of country',Former Democratic Presidential candidate Martin O'Malley had some stern words for ex-Donald Trump campaign manager Corey Lewandowski this morning.,755,48,295,7,41
